GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
21901298,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,25:40:00,2.0,9.0,0.222,1.0,8.0,0.125,2.0,2.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,3.0,2.0,7.0,2.0
21901298,1610612759,FFS,Sochaux,1684823847,Yanis Belkacem,Yanis,G,,29:16:00,5.0,10.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,0.0,3.0,2.0,11.0,15.0
21901298,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,25:37:00,8.0,12.0,0.667,3.0,3.0,1.0,5.0,5.0,1.0,1.0,10.0,11.0,3.0,0.0,0.0,2.0,1.0,24.0,21.0
21901298,1610612759,FFS,Sochaux,1654357913,Matteo Rossi,Matteo,,,21:27,5.0,11.0,0.455,3.0,5.0,0.6,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,13.0,9.0
21901298,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,18:07,5.0,11.0,0.455,3.0,6.0,0.5,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,3.0,13.0,15.0
21901298,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,14:51,1.0,4.0,0.25,0.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,7.0,0.0,0.0,1.0,2.0,1.0,4.0,-4.0
21901298,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,,08:28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,-6.0
21901298,1610612759,FFS,Sochaux,1660724909,Ibrahim Traoré,Ibrah,,,06:05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,-9.0
21901298,1610612759,FFS,Sochaux,1652212853,Marko Petrovic,Marko,,,04:58,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,-8.0
21901298,1610612759,FFS,Sochaux,1657985451,Pierre Martin,Pierre,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901287,1610612759,FFS,Sochaux,1679581927,Mamadou Diallo,Mamad,F,,29:55:00,3.0,13.0,0.231,1.0,5.0,0.2,0.0,0.0,0.0,2.0,4.0,6.0,6.0,0.0,1.0,1.0,3.0,7.0,16.0
21901287,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,33:05:00,10.0,16.0,0.625,0.0,0.0,0.0,7.0,7.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,3.0,3.0,27.0,6.0
21901287,1610612759,FFS,Sochaux,1683761184,Johann Müller,Johann,C,,22:27,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,14.0,1.0,2.0,0.0,3.0,5.0,4.0,4.0
21901287,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,20:45,6.0,11.0,0.545,2.0,6.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,16.0,12.0
21901287,1610612759,FFS,Sochaux,1684823847,Yanis Belkacem,Yanis,G,,32:46:00,5.0,14.0,0.357,3.0,5.0,0.6,5.0,6.0,0.833,0.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,18.0,1.0
21901287,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,28:36:00,5.0,11.0,0.455,2.0,5.0,0.4,7.0,7.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,19.0,17.0
21901287,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,25:37:00,2.0,3.0,0.667,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,9.0,-4.0
21901287,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,23:57,4.0,6.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,11.0,3.0,2.0,2.0,1.0,4.0,8.0,2.0
21901287,1610612759,FFS,Sochaux,1654357913,Matteo Rossi,Matteo,,,20:58,3.0,11.0,0.273,2.0,6.0,0.333,6.0,6.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,14.0,-4.0
21901287,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,,01:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
21901287,1610612759,FFS,Sochaux,1660724909,Ibrahim Traoré,Ibrah,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901287,1610612759,FFS,Sochaux,1657985451,Pierre Martin,Pierre,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901287,1610612759,FFS,Sochaux,1652212853,Marko Petrovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901274,1610612759,FFS,Sochaux,1679581927,Mamadou Diallo,Mamad,F,,30:27:00,6.0,15.0,0.4,1.0,3.0,0.333,1.0,3.0,0.333,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,14.0,9.0
21901274,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,29:43:00,4.0,10.0,0.4,0.0,0.0,0.0,5.0,6.0,0.833,1.0,1.0,2.0,5.0,2.0,0.0,5.0,3.0,13.0,5.0
21901274,1610612759,FFS,Sochaux,1683761184,Johann Müller,Johann,C,,30:58:00,9.0,12.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,4.0,6.0,10.0,2.0,0.0,3.0,1.0,4.0,19.0,17.0
21901274,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,33:02:00,8.0,15.0,0.533,4.0,9.0,0.444,4.0,5.0,0.8,0.0,6.0,6.0,4.0,1.0,1.0,1.0,3.0,24.0,15.0
21901274,1610612759,FFS,Sochaux,1684823847,Yanis Belkacem,Yanis,G,,31:42:00,4.0,10.0,0.4,0.0,1.0,0.0,3.0,4.0,0.75,0.0,6.0,6.0,6.0,0.0,0.0,2.0,1.0,11.0,11.0
21901274,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,23:44,1.0,2.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,4.0,5.0
21901274,1610612759,FFS,Sochaux,1654357913,Matteo Rossi,Matteo,,,17:33,2.0,6.0,0.333,2.0,4.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,-7.0
21901274,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,,08:24,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,-5.0
21901274,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,21:03,5.0,9.0,0.556,2.0,3.0,0.667,2.0,2.0,1.0,1.0,6.0,7.0,3.0,3.0,0.0,1.0,1.0,14.0,-2.0
21901274,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,13:24,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,8.0,-8.0
21901274,1610612759,FFS,Sochaux,1660724909,Ibrahim Traoré,Ibrah,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901274,1610612759,FFS,Sochaux,1657985451,Pierre Martin,Pierre,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901274,1610612759,FFS,Sochaux,1652212853,Marko Petrovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901264,1610612759,FFS,Sochaux,1679581927,Mamadou Diallo,Mamad,F,,20:48,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,-16.0
21901264,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,32:23:00,5.0,11.0,0.455,0.0,2.0,0.0,8.0,9.0,0.889,1.0,4.0,5.0,8.0,1.0,2.0,2.0,3.0,18.0,-6.0
21901264,1610612759,FFS,Sochaux,1683761184,Johann Müller,Johann,C,,26:24:00,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,0.0,1.0,1.0,2.0,-12.0
21901264,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,33:07:00,6.0,15.0,0.4,4.0,10.0,0.4,7.0,8.0,0.875,1.0,2.0,3.0,7.0,2.0,1.0,1.0,4.0,23.0,-5.0
21901264,1610612759,FFS,Sochaux,1684823847,Yanis Belkacem,Yanis,G,,25:35:00,2.0,8.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,4.0,-19.0
21901264,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,17:55,6.0,8.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,12.0,6.0
21901264,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,,08:59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
21901264,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,26:10:00,7.0,10.0,0.7,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,2.0,20.0,8.0
21901264,1610612759,FFS,Sochaux,1657985451,Pierre Martin,Pierre,,,22:25,6.0,10.0,0.6,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,14.0,13.0
21901264,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,26:14:00,9.0,18.0,0.5,2.0,6.0,0.333,4.0,6.0,0.667,0.0,4.0,4.0,4.0,1.0,2.0,0.0,5.0,24.0,-2.0
21901264,1610612759,FFS,Sochaux,1654357913,Matteo Rossi,Matteo,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901264,1610612759,FFS,Sochaux,1660724909,Ibrahim Traoré,Ibrah,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901264,1610612759,FFS,Sochaux,1682393378,Maxime Lefebvre,Maxime,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901254,1610612759,FFS,Sochaux,1679581927,Mamadou Diallo,Mamad,F,,19:17,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,-1.0
21901254,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,30:32:00,11.0,20.0,0.55,1.0,3.0,0.333,7.0,7.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,30.0,-3.0
21901254,1610612759,FFS,Sochaux,1683761184,Johann Müller,Johann,C,,24:50:00,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,0.0,6.0,4.0,-4.0
21901254,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,28:59:00,6.0,11.0,0.545,4.0,6.0,0.667,4.0,5.0,0.8,1.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,20.0,4.0
21901254,1610612759,FFS,Sochaux,1684823847,Yanis Belkacem,Yanis,G,,29:08:00,4.0,14.0,0.286,0.0,2.0,0.0,5.0,6.0,0.833,0.0,6.0,6.0,2.0,2.0,0.0,1.0,0.0,13.0,-3.0
21901254,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,19:18,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,2.0,0.0,2.0,3.0,3.0,6.0,-2.0
21901254,1610612759,FFS,Sochaux,1657985451,Pierre Martin,Pierre,,,19:14,3.0,7.0,0.429,2.0,5.0,0.4,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,8.0,-2.0
21901254,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,24:29:00,9.0,15.0,0.6,2.0,4.0,0.5,4.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,24.0,-2.0
21901254,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,21:39,4.0,6.0,0.667,1.0,1.0,1.0,6.0,7.0,0.857,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,15.0,3.0
21901254,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,,18:52,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,-3.0
21901254,1610612759,FFS,Sochaux,1682393378,Maxime Lefebvre,Maxime,,,03:42,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
21901254,1610612759,FFS,Sochaux,1660724909,Ibrahim Traoré,Ibrah,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901254,1610612759,FFS,Sochaux,1652212853,Marko Petrovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901246,1610612759,FFS,Sochaux,1679581927,Mamadou Diallo,Mamad,F,,24:42:00,4.0,12.0,0.333,2.0,5.0,0.4,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,12.0,-2.0
21901246,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,33:31:00,5.0,10.0,0.5,0.0,0.0,0.0,4.0,6.0,0.667,0.0,4.0,4.0,7.0,1.0,1.0,2.0,1.0,14.0,-4.0
21901246,1610612759,FFS,Sochaux,1683761184,Johann Müller,Johann,C,,20:55,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,2.0,2.0,6.0,6.0,26.0
21901246,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,33:35:00,4.0,12.0,0.333,3.0,8.0,0.375,5.0,8.0,0.625,1.0,5.0,6.0,7.0,0.0,0.0,0.0,3.0,16.0,-3.0
21901246,1610612759,FFS,Sochaux,1684823847,Yanis Belkacem,Yanis,G,,33:39:00,9.0,19.0,0.474,2.0,4.0,0.5,1.0,2.0,0.5,1.0,9.0,10.0,3.0,2.0,0.0,1.0,1.0,21.0,7.0
21901246,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,28:58:00,3.0,15.0,0.2,2.0,6.0,0.333,4.0,4.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,4.0,1.0,12.0,-1.0
21901246,1610612759,FFS,Sochaux,1657985451,Pierre Martin,Pierre,,,13:08,2.0,5.0,0.4,2.0,4.0,0.5,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,10.0,11.0
21901246,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,23:09,2.0,4.0,0.5,0.0,0.0,0.0,4.0,5.0,0.8,2.0,3.0,5.0,0.0,0.0,2.0,3.0,4.0,8.0,-15.0
21901246,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,25:26:00,4.0,6.0,0.667,1.0,2.0,0.5,0.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,0.0,1.0,2.0,9.0,-2.0
21901246,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,,02:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.0
21901246,1610612759,FFS,Sochaux,1682393378,Maxime Lefebvre,Maxime,,,00:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21901246,1610612759,FFS,Sochaux,1660724909,Ibrahim Traoré,Ibrah,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901246,1610612759,FFS,Sochaux,1652212853,Marko Petrovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901237,1610612759,FFS,Sochaux,1679581927,Mamadou Diallo,Mamad,F,,32:18:00,7.0,12.0,0.583,1.0,2.0,0.5,1.0,1.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,16.0,12.0
21901237,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,37:54:00,10.0,13.0,0.769,0.0,0.0,0.0,7.0,9.0,0.778,1.0,4.0,5.0,10.0,0.0,0.0,4.0,4.0,27.0,7.0
21901237,1610612759,FFS,Sochaux,1683761184,Johann Müller,Johann,C,,31:49:00,3.0,7.0,0.429,0.0,0.0,0.0,1.0,2.0,0.5,4.0,2.0,6.0,3.0,2.0,2.0,0.0,3.0,7.0,7.0
21901237,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,33:36:00,8.0,15.0,0.533,4.0,9.0,0.444,6.0,6.0,1.0,2.0,6.0,8.0,5.0,1.0,1.0,5.0,3.0,26.0,19.0
21901237,1610612759,FFS,Sochaux,1684823847,Yanis Belkacem,Yanis,G,,21:05,5.0,11.0,0.455,1.0,2.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,5.0,11.0,-11.0
21901237,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,26:06:00,8.0,15.0,0.533,3.0,5.0,0.6,0.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,1.0,1.0,0.0,19.0,3.0
21901237,1610612759,FFS,Sochaux,1654357913,Matteo Rossi,Matteo,,,15:12,1.0,4.0,0.25,0.0,2.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,-2.0
21901237,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,30:01:00,3.0,7.0,0.429,2.0,4.0,0.5,0.0,2.0,0.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,1.0,8.0,7.0
21901237,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,02:01,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
21901237,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,,09:58,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
21901237,1610612759,FFS,Sochaux,1660724909,Ibrahim Traoré,Ibrah,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901237,1610612759,FFS,Sochaux,1652212853,Marko Petrovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21901237,1610612759,FFS,Sochaux,1682393378,Maxime Lefebvre,Maxime,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21900965,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,35:26:00,5.0,12.0,0.417,0.0,0.0,0.0,3.0,4.0,0.75,2.0,3.0,5.0,12.0,2.0,0.0,3.0,1.0,13.0,9.0
21900965,1610612759,FFS,Sochaux,1668139015,Jean-Baptiste Moreau,Jean,F,,36:56:00,10.0,23.0,0.435,1.0,4.0,0.25,3.0,4.0,0.75,0.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,24.0,6.0
21900965,1610612759,FFS,Sochaux,1681114057,Abdoulaye Ba,Abdo,C,,32:11:00,5.0,9.0,0.556,4.0,7.0,0.571,0.0,0.0,0.0,1.0,10.0,11.0,2.0,1.0,1.0,1.0,2.0,14.0,5.0
21900965,1610612759,FFS,Sochaux,1679015727,Bryan Fournier,Bryan,G,,19:46,2.0,6.0,0.333,2.0,5.0,0.4,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,7.0,-3.0
21900965,1610612759,FFS,Sochaux,1685968729,Thomas Leblanc,Thomas,G,,35:25:00,5.0,11.0,0.455,1.0,4.0,0.25,3.0,4.0,0.75,1.0,6.0,7.0,9.0,2.0,4.0,3.0,3.0,14.0,16.0
21900965,1610612759,FFS,Sochaux,1657985451,Pierre Martin,Pierre,,,18:54,5.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,12.0,2.0
21900965,1610612759,FFS,Sochaux,1654357913,Matteo Rossi,Matteo,,,21:08,6.0,8.0,0.75,4.0,6.0,0.667,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,16.0,7.0
21900965,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,,,06:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0
21900965,1610612759,FFS,Sochaux,1697425574,Souleymane Diarra,Soul,,,19:56,7.0,12.0,0.583,1.0,4.0,0.25,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,17.0,10.0
21900965,1610612759,FFS,Sochaux,1687691235,Lucas Dubois,Lucas,,,13:21,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,-1.0
21900965,1610612759,FFS,Sochaux,1652212853,Marko Petrovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21900965,1610612759,FFS,Sochaux,1679581927,Mamadou Diallo,Mamad,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
21900965,1610612759,FFS,Sochaux,1695759817,Amadou Koné,Amadou,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
21900954,1610612759,FFS,Sochaux,1652570497,Malik Ouattara,Malik,F,,42:04:00,7.0,19.0,0.368,0.0,0.0,0.0,11.0,12.0,0.917,0.0,8.0,8.0,4.0,2.0,0.0,3.0,5.0,25.0,-8.0
21900954,1610612759,FFS,Sochaux,1699353056,Alexandre Fontaine,Alex,F,,21:59,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,2.0,4.0,6.0,7.0
21900954,1610612759,FFS,Sochaux,1681114057,Abdoulaye Ba,Abdo,C,,41:17:00,4.0,10.0,0.4,0.0,3.0,0.0,5.0,6.0,0.833,1.0,8.0,9.0,2.0,1.0,1.0,1.0,2.0,13.0,-12.0
21900954,1610612759,FFS,Sochaux,1679015727,Bryan Fournier,Bryan,G,,31:45:00,6.0,12.0,0.5,4.0,8.0,0.5,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,19.0,1.0
